question,answer,prediction,p_internal,p_consistency,p_semantic,p_selfeval,num_samples,model
"""Who wrote the music for the musical """"A Chorus Line""""?""",marvin hamlisch,"The music for ""A Chorus Line"" was written by James Lapine. The lyrics were also co-written by Lapine, along with composer Marvin Hamlisch and choreographer William H. Inge.",0.7143970370292664,0.66729295,0.6672930121421814,0.95,5,Qwen2.5-1.5B
"What serial killer, arrested on Aug 10, 1977, dubbed himself the ""Son of Sam""?",david berkowitz,"The serial killer who was arrested on August 10, 1977, and dubbed himself the ""Son of Sam"" is David Berkowitz. Also known as Sonny Barger, he was a prolific murderer in New York City during the 1970s. The case became infamous for its",0.750723946094513,0.88980305,0.8898031115531921,0.85,5,Qwen2.5-1.5B
"In which battle did Harold II, the last Saxon king, lose his life?",battle of hastings,"Battle of Hastings

This battle took place on October 14, 1066, and was a decisive victory for William of Normandy (later known as William the Conqueror), who overthrew King Harold II. The battle resulted in the Norman conquest of England, marking the end of Anglo-S",0.7564995169639588,0.84848344,0.8484835624694824,0.85,5,Qwen2.5-1.5B
Staphylococcus and Streptococcus are types of?,bacteria,"bacteria

Explanation: Staphylococcus and Streptococcus are both types of bacteria. They belong to the kingdom of prokaryotes, which includes bacteria, archaea, and some eukaryotic microorganisms like fungi and algae. Bacteria are single-celled organisms that play crucial roles in",0.7262840747833252,0.7669818,0.7669817209243774,0.85,5,Qwen2.5-1.5B
Which African country is the worlds highest producer of cocoa?,ghana,"Côte d'Ivoire (also known as Ivory Coast) is the world's highest producer of cocoa. It has been producing large quantities of cocoa since colonial times and continues to be one of the largest producers globally. The country's rich soil, favorable climate, and efficient agricultural practices have contributed significantly to its status in",0.7077767133712769,0.93185174,0.9318517446517944,0.85,5,Qwen2.5-1.5B
"The body of which US President, who died in 1885, lies in Riverside Park in Manhattan, in the largest mausoleum in North America?",ulysses s grant,"Grover Cleveland

Explanation: Grover Cleveland is the only U.S. president buried in Riverside Park in Manhattan, New York City. The mausoleum he was interred in has become a prominent feature of the park and is considered one of the largest mausoleums in North America. This burial site holds",0.7958926200866699,0.6554317,0.6554316282272339,0.9,5,Qwen2.5-1.5B
"Which author has been nominated for the Booker Prize for the novels 'Briefing For A Descent Into Hell', 'The Sirian Experiments' and 'The Good Terrorist' but is yet to win the award?",doris lessing,"The author who has been nominated for the Booker Prize for the novels 'Briefing For A Descent Into Hell', 'The Sirian Experiments' and 'The Good Terrorist' but is yet to win the award is Salman Rushdie. He is a British writer, best known for his works that explore themes of",0.7000978946685791,0.5863465,0.5863465070724487,0.95,5,Qwen2.5-1.5B
"Nicknamed “Old Grog”, which 18th century Admiral ordered the watering down of Royal Navy rum rations?",admiral vernon,"The Admiral who was nicknamed ""Old Grog"" and ordered the watering down of Royal Navy rum rations in the 18th century was Horatio Nelson. He is famously known for his nickname, as he often wore a black wig that resembled the old-fashioned grog (a type of rum) bottle. The",0.7229371428489685,0.6661866,0.666186511516571,0.95,5,Qwen2.5-1.5B
"In rugby union, the Cook Cup is a challenge cup contested by which two countries?",australia and england,"The Cook Cup in rugby union is contested between New Zealand and Australia. It was named after Sir Edward Cook, who was instrumental in bringing the game to New Zealand in 1870. The competition has been held annually since 1965 and includes teams from both nations as well as other international clubs.",0.6292482733726501,0.91967344,0.9196732640266418,0.85,5,Qwen2.5-1.5B
Which of Queen Elizabeth's children is the lowest in succession to (i.e. furthest away from) the throne?,anne,"Charles, Prince of Wales

Explanation: Charles, Prince of Wales is the only surviving child of Queen Elizabeth II and Prince Philip. He is the second in line to the British throne after his mother, with a potential third generation if there are any descendants of King Edward VIII who have not yet ascended the monarchy. Therefore",0.6172810435295105,0.8219029,0.821902871131897,0.95,5,Qwen2.5-1.5B
"Who, in 1936, painted a portrait of Mae West in which her face is also a furnished room?",salvador dali,"In 1936, the artist who painted a portrait of Mae West with her face as part of a furnished room was Max Klinger. This painting titled ""Mae West"" (1936) showcases a striking juxtaposition where the viewer's gaze is drawn into an illusionary space within the female",0.626627516746521,0.8043047,0.8043047189712524,0.85,5,Qwen2.5-1.5B
Who was Walter Mondale's running mate in the 1984 US Presidential Election?,geraldine ferraro,Geraldine Ferraro.,0.6922556757926941,0.6884036,0.6884035468101501,0.65,5,Qwen2.5-1.5B
When did the Goa'uld first appear in the US/Canada TV series Stargate SG-1?,1997,"The Goa'uld first appeared in the US/Canada TV series Stargate SG-1 during Season 2, Episode 4 titled ""Revelations."" The Goa'uld Asurin was introduced as a threat to Earth and humanity's existence. This episode marked the beginning of their presence on the show and",0.6498798966407776,0.83439255,0.8343926668167114,0.85,5,Qwen2.5-1.5B
What movie was about a dunking Golden Retriever named Buddy?,air bud,"Dumb and Dumber

This movie is an American comedy film released in 1994. It stars Jim Carrey as Lloyd, a former hockey player who becomes a drug dealer, and Jeff Daniels as Howard, his partner. The story revolves around their attempts to sell drugs and deal with various personal issues while",0.5433994710445404,0.34650987,0.3465098738670349,0.85,5,Qwen2.5-1.5B
"What American animal is commonly called an antelope, but is not actually an antelope?",pronghorn,"The American animal commonly called an antelope, but is not actually an antelope, is the Pronghorn. 

The Pronghorn (Antilocapra americana) is a unique species of deer found in North America that has evolved to be adapted for life in open grasslands and deserts. It's",0.7505493283271789,0.8644508,0.8644509315490723,0.85,5,Qwen2.5-1.5B
Politician Lev Davidovich Bronshtein was better known by what name?,leon trotsky,"Lev Davidovich Bronstein

To provide a bit more context, Lev Davidovich Bronstein was a prominent Soviet politician who served as Deputy Prime Minister of the USSR from 1947 to 1953. He is best remembered for his role in the Khrushchev Thaw and for",0.6474726676940918,0.70509213,0.7050921320915222,0.85,5,Qwen2.5-1.5B
Which is the first of the four stations on a standard Monopoly Board after passing Go?,king s cross,"Kingsley Avenue

The first station on a standard Monopoly Board, which you pass through after rolling a 1 or 2 on your initial turn and then moving forward by that many spaces, is Kingsley Avenue. It's the very first stop before any other properties are reached in the game.",0.5252212166786194,0.7097873,0.7097874283790588,0.95,5,Qwen2.5-1.5B
Who is currently the Supreme Governor of the Church of England?,queen elizabeth ii,"The current Supreme Governor of the Church of England is Charles, Prince of Wales. He was appointed to this position on 17 March 2013 by Queen Elizabeth II at a service held in St James's Palace. The role of the Supreme Governor involves representing the sovereign in ceremonial and official capacities, although he",0.6662230372428894,0.8122368,0.8122366666793823,0.85,5,Qwen2.5-1.5B
What gas is necessary for plants to perform photosynthesis?,carbon dioxide,"Carbon dioxide (CO2) is necessary for plants to perform photosynthesis. 

Photosynthesis is a process used by plants, algae, and some bacteria to convert light energy into chemical energy stored in glucose or other sugars. During this process, carbon dioxide from the air combines with water to form glucose and oxygen as a by",0.7682293176651,0.92259663,0.9225966334342957,0.85,5,Qwen2.5-1.5B
When Sir Alex Ferguson retired in May 2013 after 26 years as manager for Manchester United Football Club who succeeded him ?,david moyes,Sir Alex Ferguson was succeeded by Sir David Moyes.,0.6764348387718201,0.8640181,0.8640179634094238,0.95,5,Qwen2.5-1.5B
Cristina Fernandez de Kirchner became President of which South American country in December 2007?,argentina,"Argentina. Cristina Fernández de Kirchner was elected as the President of Argentina on December 10, 2007. She served two terms until her resignation from office in April 2015. During her tenure, she implemented various economic and social policies that included a focus on reducing poverty and inequality",0.7339196920394897,0.82571715,0.8257171511650085,0.9,5,Qwen2.5-1.5B
IBM Halt is one of nine railway stations in which Clydeside town?,greenock,"The IBM Halt is one of nine railway stations in Greenock, a city on the west bank of the River Clyde in Scotland. It's located near the junction with the A879 road and serves as an important transport hub for the area. The other eight stations are named after various notable figures from Scottish history",0.5298495709896087,0.8311394,0.8311393857002258,0.85,5,Qwen2.5-1.5B
How many dot positions are usually used in each letter of the Braille system?,six,"In the Braille system, typically 6 dot positions are used to represent each letter. This is because there are 26 letters in the English alphabet, and by using a combination of three dots (top-left, middle-center, bottom-right) for the first position, two dots (left-middle and right-bottom)",0.67335205078125,0.8834308,0.8834307789802551,0.85,5,Qwen2.5-1.5B
